text,real_label,wrong_label
전라도는 좀스럽게 무기같은 거 안 씀,0,1.0
여자는 벅지다 VS 골반이다,6,0.0
지 성기를 자를 정도면 중증 정신병이긴 하지 ㅋㅋㅋ,0,1.0
와~ 휴대폰 케이스 뭐임ㅋㅋㅋㅋ,1,0.0
쟤가 진짜로 대한민국 해먹었구나,0,1.0
그냥 예쁘다고 빨아주는 듯 ㅋㅋㅋ 이게 이쁜건지 사람들 눈알 없는 수준;,6,1.0
ㅋㅋㅋㅋ 그때 공개된 귀공자 #@# 씨 사진이 더 가관이야.,0,1.0
좋은 말로 해도 줄까말까인데. 욕먹고 줄 거 같니. 안 준다. 너같은 애한텐,3,1.0
가슴 큰것들은 미련하다고 하던데.ㅋㅋ,0,1.0
알고 보면 트젠 아니야? ㅋㅋㅋ,3,1.0
"너도 궁금한 거 보니 열등 조센 맞나부다, ㅋㅋㅋ",2,1.0
"#@인간및인간집단.인물.정치인.남성# 아들놈은 조기 축구 때 펄펄 날았다는데, 뭐가 산재야?",0,1.0
저 사람은 말할때 왜 혓바닥을 낼름거리지,0,1.0
그래서 걔네한테 이번 작품을 팔려고.,1,0.0
페미니즘만 있으면 나라 하나 ㅅㅊ 내는 거 일도 아닌데ㅋㅋ,7,1.0
호모자식들 볼 때마다 역겹네,3,1.0
애들 싹수를 보면 부모 인성이 보인다,3,1.0
야 내가 진짜 동성애 얼마나 극혐하는 지 몰라? 남자가 남자를 좋아하는 건 말이 안돼,3,0.0
아역 할 때부터 색기가 남다르긴 했지,6,0.0
#@인간및인간집단.인물.정치인.남성# 정권은 대체 잘하는게 뭐가있냐?,0,1.0
관심 좀 얻어 보겠다고 참 애쓴다,0,1.0
백퍼 집안에 걸ㄹH 유전자 있을듯 ㅋㅋ,0,1.0
결국 안 죽었는데 뭐가 문젠데?,1,0.0
우리 신랑은 밤마다 한 마리의 짐승같애,0,1.0
딸배들 진짜 도로의 암 덩어리인데 전부 모아다가 #@#으로 보내 버리면 좋겠다,3,1.0
#@인간및인간집단.인물.인물_무정보.여성#는 고딩 때 학교도 안갔다.ㅋㅋㅋ,0,1.0
아재 서요?,6,0.0
이 자식 했네 했어.,6,0.0
난 노뚝자리니도 미치겠더라.,3,0.0
뭐래. 정신나갔냐?,7,1.0
탈색하면 탈색빔이야 조심해,1,0.0
친구가 없어서 정신병이 왔는데 정신병 때문에 친구도 없어서 자살도 못 하겠네요.,4,1.0
진짜 극혐이다!,3,1.0
맞아 너는 엉덩이가 너무 밋밋하더라,0,1.0
직원들이 세명몫을 하고있다고 하는데 그 기준을 누가 정하누 직원 한 명당 커피 뽑는 수 제한해뒀나?,1,0.0
단순히 늙어서 저렇게 된 건 아닌 것 같은데.,1,0.0
길에서 레깅스 입은 여자들 너무 선다,6,0.0
봤지 31개월 애기가 먼저 폭행 했다고 때렸단다 진짜 양심 출타 한 놈 아니냐?,0,1.0
정신 나간 소리 하네 니가 돈 벌어 오든지,7,1.0
그게 조선 국룰인데?,0,1.0
저 선수 2000억 짜리 선수 아니냐? 어떻게 저렇게 못해?,1,0.0
그럼 저런 여자들 가죽 벗겨다가 평생 소장했을 텐데,4,1.0
근데 꼭 보면 이길사람은 정해져 있는거처럼 보임ㅋㅋ,1,0.0
? 내가 미쳤나,1,0.0
그러면 제일 원하는 이벤트는 뭐야,6,0.0
이게 다 누구때문에 이렇게 된건데 뻔뻔하게 여길 찾아와,0,1.0
여야를 떠나서 나라를 다스리겠다는 넘들이 하는 짓이라곤...,0,1.0
"근데, 아기랑 발가락이 닮았다더라고. ㅋㅋ 그게 결혼에 성공한 이유인 듯?",1,0.0
내 딸한테 그랬음 갈아서 죽여버렸다.,4,1.0
이런걸 두고 순수악이라고 하나봐,1,0.0
저렇게 살 바에 월 200 벌어도 걍 혼자 쓰고 죽는게 낫다,0,1.0
#@인간및인간집단.인물.정치인.남성# 마눌님 남편 정신머리는 어떤가요?,0,1.0
우리 상사 하는 짓이 퇴근길에 쫓아가서 뒤통수 후리고 싶어,4,1.0
"난 괜찮다고 생각하는데, 너희 어머니 고향에 보내드려 빨리",0,1.0
39세 연하 여친 혼전임신이라니 더럽고 역겹다,0,1.0
국민들 혈세로 떵떵거리고 사네,0,1.0
맞아 그냥 거저 살려고 하지,0,1.0
돈 받아 먹으면 다 그렇게 되는 건가,1,0.0
쓰레기 같은 놈이 슬프기는 돈 어디로 빼돌렸는지 찾아서 너 꼭 감옥에 넣어주마,7,1.0
그러면서도 침착한척 하는게 완전 킬포지,0,1.0
영화 무료 다운 가능한 곳이 없나요?,5,0.0
담배 피다 걸린 애들 나가서 머리 박고 있어,4,1.0
남이야 애를 낳든 말든 님이 뭔 상관?,1,0.0
말 앞뒤 진짜 다름 ㅋㅋ 걔네들은 진짜 신이 있다고 믿는 건가? ㅋㅋ,2,1.0
어짜피 대통령 못돼 쟤는,1,0.0
니가 입고있는 옷 신발 짝퉁이잔아,0,1.0
간만에 공중파에서 시청률 좀 나온다잖아 ㅋㅋ,1,0.0
애도 하나 없이 늙어간다는게 너무 불쌍하자나,0,1.0
거기서 욕먹는 거 보여준 다음 꼴똥표 집결하려는 모양이네.,3,1.0
얻어 타는 주제에 말이 많냐고 싸다구 올렸어야지!,0,1.0
금수저 물고 태어난 너한테 들을 소린 아닌데?,0,1.0
비키니 입고 커피 내려주면 커피 더 맛있을 텐데,6,0.0
솔직히 양심 뒤진게 맞지 그렇게 까지해서 게임을 하고싶나 ㅋㅋ,0,1.0
그냥 이 돈 먹고 조용히 멀리 떠나줬으면 좋겠어.,0,1.0
#@인간및인간집단.인물.정치인.남성#은 총들고 폭탄 설치하며 덤비는 간첩 빨갱이 때려잡은 사람이다,4,1.0
그냥 똥눈거까지 알아야 되나. 일총이 야신 참배하는 게 뭐 그리 대단한 일이라고.,0,1.0
너희 둘. 싸우긴 왜 싸워. 둘이 똑같은 주제에,3,0.0
바퀴벌레 죽일 때도 그런 생각 하냐 ㅋㅋㅋ,1,0.0
참고로 발목은 수녀가 최고다. 전신을 다 가렸는데 보이는 희고 가는 발목...,6,0.0
넌 여자애가 무슨 술을 그렇게 마시고 다녀,2,0.0
20년 꿀빨았으니 이젠 망해주라,3,1.0
거울 본다고 찌질한 얼굴에 광택이 나나요?,0,1.0
현실에서 못할 말 온라인이라고 하는 거 진짜 한심하다,0,1.0
그치 교수가 노예처럼 부려대니까 노예라고 하는거지..,0,1.0
야 니가 그렇게 잘났냐?,1,0.0
ㅇㅇ 개슬람들 들어온다더라,3,1.0
"아니, 배가 임신한 배인데 이상하네.",1,0.0
난 절벽보단 차라리 의젖이 낫던데...,6,0.0
진짜 딱 한 명만이라도 잡아서 성범죄하고 싶어,6,0.0
니 엄마 자궁 난도질해줄까,4,1.0
진짜 이해못하는거 보면 머리 빠개고싶네,4,1.0
맞아 사실 잠만 안 잤지 할 거 다 했을 듯,6,0.0
나보다 몸무게 두 배나 나가는데 돈이라도 받아야지,1,0.0
별 것도 아닌 것 가지고 난리를 치고 있네,0,1.0
노인네들 욕심이 왜 그렇게 많냐?,1,0.0
식당 고를때 피곤하게 만드는 경향이 있지 ㅋㅋ,2,0.0
춘장 제일 어이없는 건 저래 놓고 대통령 독대를 원했다는 거.,0,1.0
딸감으로 따로 저장해 놔야지,6,0.0
잘 줄 것 같이 생겨가지고 난 어제 너 할 수 있을 줄 알았다.,1,0.0
쟤가 뭔데 여기저기 광고 찍고 다니는 거야?,1,0.0
뻔뻔하기도 하지,0,1.0
맞아 미세먼지로 그렇게 숨을 못 쉬게 하더니,1,0.0
나같음 야구배트로 식물인간 만듬.,5,1.0
요즘 티비 중간에 광고나오는것떄문에 다들 미쳐 돌겠는거지,1,0.0
대체 누굴 겨냥하고 자꾸 저런 콘셉트를 들이미는 건지 모르겠다,1,0.0
솔직히 강아지 입양해서 딜도로 쓰는거 아니냐?,6,1.0
술집에 헤픈 애들만 모여있음 좋겠다.,6,1.0
"무식하게 나트륨, 칼륨 이러면 근본 없는 곳에서 못 배운 취급 받아",0,1.0
와 정말 공감 하는데 답도없는 인생이네 진짜,0,1.0
내 여자친구가 말도 안 하고 타투 하면 머리채 잡고 개 패야지,4,1.0
역겨운 전라도 홍어가 어디서 이래라 저래라야,3,1.0
노숙자들 밤에 얼어 뒤지는 거 아니냐?,0,1.0
귀에 말뚝을 박았는지 듣지도 않아,0,1.0
#@#인들 왜 이러냐 성욕의 노예냐,0,1.0
너나 나나 별 차이 없거든 ㅋㅋ,1,0.0
교사가 저렇게까지 공감능력이 없다고?,0,1.0
이런거 볼때마다 한숨밖에 안 나온다 답도없다 진짜..,3,1.0
그러게 친구 하나 정도는 사귀어두지 그랬냐.,1,0.0
맞아 진짜 귀엽지 않냐 ㅋㅋㅋ,1,0.0
그걸 자랑이라고 말하고 있냐?,1,0.0
몇살에 #@인간및인간집단.인물.정치인.남성#을 만났냐에 따라 20~30대의 인생이 갈렸다,1,0.0
뭐야~ 기집애같이!,3,1.0
나 아까 껌 밟았는데 이거 다 대깨 때문임,3,1.0
벌레 들어오면 네가 잡을 거야? 시끄러워,2,0.0
우리 집 개가 요즘 너처럼 짖어,1,0.0
크 명언보소 ㅋㅋㅋ,1,0.0
너 이번에 과거 설거지 제대로 했더라?,1,0.0
그럴만 한 게 춤 추는 영상 보면 개꼴려서 헤으응 소리가 절로 나와 ㅋㅋ,6,0.0
속으로는 그렇게 생각하면서 착한 척 하지마라,0,1.0
출근시간에 장애인 안내견 버스에 태우는건 오바아님?,2,0.0
웬만한 av 배우보다 낫다니까.,6,0.0
감성 발라드 듣는 남자들은 하나 같이 연애 못함,2,1.0
진짜 염치 없는 사람들 많은 것 같음,1,0.0
진짜네 비아그라먹은거처럼 단단하네,6,1.0
그 사람 때문에 운전자는 무슨 죄야,1,0.0
여자애면 화장도 좀 할 줄 알아야지,2,0.0
육각모 방망이 들려서 포졸 출동시켜라. 몽둥이가 약이다~ㅋ,4,1.0
안전벨트 좀 안 했다고 사람을 죽이냐?,4,0.0
귀 씻어야겠네,7,0.0
침대에서도 저렇게 몸 쓸 거 같다,6,0.0
오늘의 딸감,6,0.0
나의 무엇인가가 솟아오른다,6,0.0
이게 뭘 잘했다고 말대꾸야. 나가.,3,1.0
신고도 무섭고 그만둘까봐도 무서워.,1,0.0
그렇게 계획 세워서 진짜로 실천하는 인간들 본 적이 없음 ㅋㅋ,1,0.0
애ㅅㄲ도 아니고 뭐냐? 마마보이임? ㅋㅋ,7,1.0
너야말로 말문이 막히니까 괜히 욕부터 나오는 거 아니냐?,0,1.0
자기도 강남 안 살면서 이건 웬 강남 부심?,0,1.0
진상들 왜 저러는 거야,1,0.0
이 주식 주포는 개 쫄보인듯 ㅋㅋ,0,1.0
사과했는데 그럼 방송에서 울상짓고 있음? 울상이면 울상이라고 또 뭐라 할 거면서;,0,1.0
한국의 동물 해방한다는 애들은 그냥 능지가 처참하게 박살 난 것 같어,0,1.0
여자가 화장 안 하면 양심 없는 거지.,2,1.0
빠따질 풀스윙 5대 정도 후드려 맞으면 괄약근부터 정신 차린다,4,1.0
저런애들도 전국민앞에서 다리 벌리고 가슴 내놓는 일본이란 나라는 대체..,6,1.0
사람이 맞고 있는데 동석자 경찰 간부는 퇴근을 했다고?,1,0.0
이게 슬슬 본성이나오네 알았다 누버라 장기 열자,5,1.0
ㅋㅋ 등산하면서 불륜하는 틀딱 구경이나 하자,2,1.0
ㅋㅋㅋ 다음에 한 번 좋은 여자 소개해드려,6,0.0
자기 일을 왜 나한테 시키는 거임? 어이없어,1,0.0
예체능 준비 하는 애들 대학 쉽게 가는 거 솔직히 인정하냐?,1,0.0
상생지원금 카드사 캐시백보다 난이도 빡세다. ㅋㅋㅋ,1,0.0
뭐래 꼬삼 주제에,6,1.0
아무나 누나 있는 사람 허벅지 사진 좀 올려봐,5,0.0
"운은 무슨, 시간 부족이 실력 부족이지.",0,1.0
성형수술을 각자 취향대로 했구만. ㅋㅋㅋㅋ,0,1.0
너 왜 장애인처럼 걸어?,2,1.0
남자는 신안으로 여자는 오피로 돌려,1,0.0
진작 모가지를 따버렸어야 했네..,4,1.0
아들이 경기 산하기관 떨어진 게 자랑이냐?,0,1.0
여자가 치마도 좀 입어야지 또 바지야?,2,0.0
진짜 남자로서 자존심도 없나보다,0,1.0
잘먹고 자라지 못했다는 얘기지.,0,1.0
동성 결혼을 왜 합법 시키는지 모르겠어,2,0.0
한남들 이제 글자도 못 읽노,2,1.0
트로트 이제 지겨워죽겠다,1,0.0
아 왜 이거 하나도 제대로 못하냐,1,0.0
운동 한번도 안해본ㅅㄲ가 뭐래,7,0.0
그래도 정식 직장이 알바보단 안정적이라는 것도 사실이야. 이 맹꽁아,0,1.0
소문나면 패가망신이야,3,0.0
진짜 좀 맞으면 말을 들으려나?,4,0.0
짱깨 시켜서 먹자 오랜만에,3,0.0
여자들도 답 없는 건 여전해 지들 머리 수준에 맞춰 발전하는 건데 그러니 제자리 걸음이지,3,1.0
나는 입술에 바로 박았다 ㅋㅋㅋ 방송 끝나고 바로 방 잡았을듯,6,0.0
마 여기가 니땅이가 왜안되는데?,1,0.0
고기 예찬론자 나셨네,0,1.0
그냥 진짜 여자임 ㅋㅋㅋㅋ이게 여자다,2,0.0
페미들 설치는 거 그만 보고 싶다.,0,1.0
나이 먹고 집에만 있는 노인네들 보면 진짜 한심하지 않냐?,0,1.0
으 고환이나 똥꼬에 찍히면 그냥 요단강 가겠는데 ㅋㅋㅋ,4,1.0
그럼 한번 대줘요 겜 끝나고 번호주면 바로 갈게요,6,0.0
인천은 라도조무사더라,2,0.0
맞아 마스크 내리면 딴 사람이더라,1,0.0
코 뭍은 돈 긁어 먹으려는 거지,3,1.0
내 얼굴이 방앗간이냐 빻게!,0,1.0
이거 까는 것들이랑 대깨문이랑 별반 다르지 않을듯,3,1.0
"난 거기까지 생각 안 했는데, 음탕한 생각은 유진씨가 했나 봐요. ㅋㅋㅋ",6,0.0
요새 젊은애들은 의지가 없어 편한것만 할라고하지,0,1.0
이럴 거면 그냥 올해 내내 거리두기 해라,1,0.0
딱 봐도 드러운 물인데 거기에 발을 담그다니.,0,1.0
쟤는 얼굴은 예쁘장한데 몸이 영 아니다,0,1.0
몰라 붕신같은시키야.그냥 되는데로 불러.,3,1.0
나 헬스장 여자들한테 능욕 당했어.,6,0.0
오빠 폰에 몰래카메라 있다고 화내는 동생들은 육수충 맞지 ? 그것좀 볼수도 있는거 아니야 남자로써 ?,0,1.0
저런 인간은 악마지 악마!,0,1.0
#@# 아직 되는 가게에서 싹 털고 왔다,5,0.0
"맞아, 그러면서 노래한다고 대학 안 가는 거라고 포장하더라고.",1,0.0
이건 너무 돈만 밝히는 드라마 같다,1,0.0
막상 나중에 선거하면 #@인간및인간집단.인물.정치인.남성# 비호감이라 안되잖아,1,0.0
기집애들이 없으니 볼 맛이 안 난다,2,1.0
진짜 이런 상사 밑에서 일해야하다니 너무 암담한 현실이다,1,0.0
무슨 개솔?,7,1.0
이게 진짜 사람사는 집구석이냐 돼지우리지,0,1.0
"오우야, 엉벅지 장난 아닌데?",6,0.0
야 몽둥이 가져와 후려쳐야 정신차리지,4,0.0
대체 #@인간및인간집단.인물.인물_무정보.여성#이 뭘 그렇게 잘못했길래 사법권력까지 압제를 하냐,1,0.0
최소한 꼭지 노출 정도는 가지고 와서 호들갑 떨어,6,1.0
아프니까 청춘이다라는 말이 제일 싫어 걍 아프기만 하다,1,0.0
돈이면 여자 마음도 살 수 있을 것 같아?,0,1.0
ㅋㅋ 그러니까 쟨 눈도 이상하게 뜨잖아,3,1.0
산에서 담배 피우는 놈들은 생각이 있는 거냐?,0,1.0
"그 형도 참, 여자보는 눈이 없다.",0,1.0
깡통만 하나 차면 딱 거지네.,7,1.0
아니 그렇게 파인 옷 입었으면 쳐다봐달라는 거 아냐?,1,0.0
맛있다고 먹는 사람이 줄 섰는데 왜 니 혼자 난리야,0,1.0
ㅋㅋㅋㅋㅋㅋㅋ그럼 킹정이지.,1,0.0
남편 없을 때 확 덮쳐서 ㅅㅅ해버리고 싶네.,6,0.0
이노무 새77ㅣ가 어디 어른한데 말버릇이 사가지가 없어,7,0.0
돈 아깝게 무슨 사형은 무슨,1,0.0
ㅋㅋㅋ 그 사람 아다아니야?,6,0.0
아쉽겠다 딸 하나 아들 하나면 더 좋았을 텐데,2,0.0
그니까; 아이돌은 안 나오고 #@인간및인간집단.인물.방송인.여성# #@인간및인간집단.인물.방송인.여성#가 뭐임;,1,0.0
어린애랑 여자들 건드리는 놈들은 인간이 아니라고 본다.,4,0.0
실수로 방잡고 옷 벗고 한 게 실수냐?,1,0.0
사랑해요? 내가 누군지 알고,1,0.0
너같은 인싸는 저리가,0,1.0
이런 예쁜 사람 쓰면 누가 뭐라 하냐 걍 얼굴 상이 다르다고,1,0.0
아무리그래도 이따위로 써놓고 돈벌면 너무 개꿀이쟈냐,0,1.0
근대 5종은 중학교 운동회 같이 좀 허접해.,1,0.0
하는 거 하나도 없으면서 돈만 엄청 번다니까?,0,1.0
노땅이면 다야?,7,1.0
안수기도하는 목사들 손바닥도 확인해야.,0,1.0
"우리 할머니 신으시는데, 그런 거라니. 다시 말해봐",1,0.0
저 여자 결혼 전에 남자 재산 계산해보는거 징그럽다.,3,1.0
그니까 잠깐도 보기 역겹다.,3,1.0
너 같은 한남 욕구 풀어주는 게 싫어서 안 입어,3,1.0
야 한국 남자들 동아시아에서 제일 마초적임,2,0.0
날마다 다른 그라비아 모델로 변신시키게 해서 매일 따먹고 싶음.,6,0.0
무슨 그딴 정책이 다 있어,1,0.0
머리통에 주먹 꽂아버리고 싶다,4,1.0
잔소리좀 그만해 눈알 뽑아서 당구공으로 쓰고싶네,4,1.0
몸 굴리다가 애 벴을지도 모르지,0,1.0
와우 빵댕이들이 억수로 실하네 ㅋㅋ,6,0.0
오든 말든 그게 중요한 게 아니고 보기도 싫어 그냥;,0,1.0
여자는 중학생이 딱 귀엽고 사귀기 좋은 나이지,6,0.0
#@# 쓰면서 서양이 자기들 발아래 있다고 생각하는 대열에 합류한다고?,1,0.0
그런 애들이 밤에는 술집에서 누워있는 거야,6,1.0
네 입에서 튕겨 나오는게 다 어디로 가냐?,0,1.0
입 틀어 막기전에 빨리 짜져 찌그러져있어라,7,1.0
개념이 변소 똥통만도 못하네,3,1.0
오늘은 스시녀로 가상 데이트합니다,2,0.0
어쩔 수 없이 이용해야 하는 공공성이 없고 안가면 되잖아 박하게 장사해서 스스로 도퇴되든지 말든지,0,1.0
나 잡히면 네 딸 납치해서 죽여버린다,4,1.0
야 너도 지난주에 몰래 갔다온 거 알아 ㅋㅋㅋ,1,0.0
그럼 이 일 당한 사람들은 하늘에서 버린 거냐?,1,0.0
근데 쟤들한테 웃어주려고 해도 현실적으로 재미가 너무 없어...,0,1.0
근데 주변 주민들은 귀청 째질듯,0,1.0
어멈아 사골 좀 그만먹자,0,1.0
방구석 여포들의 키보드 칼질이 얼마나 무서운데 그걸 나한테 떠넘기냐?,3,1.0
자기 애들은 사용 못하고 졸업하나 보네,1,0.0
짱깨ㅅㄲ들 생각하는 것도 역겹다 진짜 ㅋㅋ,7,0.0
연령 제한을 두면 될 텐데 왜 안하나 몰라,2,0.0
아우~ 촌닭시키!!,7,1.0
걔네는 일단 사회에 불만이 너무 많음.,1,0.0
겁나 촌스럽고 노티작렬인데?,0,1.0
그런 건 왜 물어. 평소 하던대로 해. 시비거는 거야?,2,0.0
맞아 그런 애들은 눈에 안 띄었으면 좋겠어,1,0.0
저게 국회의원 사무실이야 놀이터야,0,1.0
야. 내가 1년을신던 2년을신던 뭔상관이냐 니가? 말 참 예쁘게한다.,1,0.0
맞아.. 솔직히 차례지내는거 고지식한 집안이나 지키는거지,1,0.0
남친 몰래 원나잇했는데 죄책감 든다..,6,0.0
그거 니 미래임. 예언가인가 봐요? 나중에 돈 빌려달라고 연락하면 죽여버릴 거임,0,1.0
한국에서 조사한 거 맞을까?? ㅋㅋ,1,0.0
직업에 대해 다시 생각해 봐야할 수준이야.,1,0.0
취업안되면 한강물 따뜻할떄 떨어져 자살하는게답이다,3,1.0
하지만 대체로 가난한 애들이 그렇지,0,1.0
개미처럼 그렇게는 못 산다..,1,0.0
신박하긴 한데 하나도 재미없음.,1,0.0
자격증 박탈시켜라. 저렇게 이쁘고 어린 강아지를 몰지각스럽게 때리다니.,0,1.0
저도 님한테 존중받을 일도 존중할 일도 없으니 상관없어요,0,1.0
복학하면 신입생 병아리들 중에 하나 골라서 잡아 먹고 싶다,6,0.0
요즘 밤마다 #@# 가슴 만지고 젓꼭지 빠는 상상만 해..,6,0.0
솔직히 저 오빠가 나보다 가슴 클 듯...,6,0.0
"야, 그거 한국 아니고 미국 소방관이야 기사에 또 낚였냐?",3,0.0
가을타는지 주변에 기집애들 꼬라지가 장난 아님,2,1.0
ㅋㅋㅋ 맞긴해 비리 천지지,0,1.0
혼자 살다가 아프로 외로워봐야 뼈가 덜덜 거리지,0,1.0
ㅋㅋ그리고 여자도 같이 따먹고~,6,1.0
광주 출신 애들은 약간 눈빛이 이상하지 않아?,2,0.0
전문가도 모르는 걸 어디서 주워들었냐?,1,0.0
진짜 숟가락이랑 도구끼리 같이 가둬 놓고 패고 싶음,4,1.0
너 고깃덩이로 만들어버리기 전에 빨리 갚아라,4,1.0
ㅋㅋㅋㅋㅋㅋ일부러 보는 것들도 역겨운데 본것도 아닌데 개난리냐고,0,1.0
아주 못 기어오르게 개 패야됨 조기교육 ㅋㅋ,7,1.0
제발 가달라고 빌고 기어도 안갈듯,0,1.0
님은 대뜸 반말하고 막말하면서 사회생활 잘 하시나 보네요,1,0.0
개념없는 캠핑족 극혐한다,0,1.0
쓰레기통에 들어가면 뭐든 쓰레기 되는 거지,0,1.0
나라의 노예가 되는게 인생 최대업적인애들이 그러더라,0,1.0
너는 거울치료 필요할꺼같다.,0,1.0
아니 다리가 너무 굵어서 내 눈에 너무 잘보여,1,0.0
너랑 있으니까 날씨 운도 안따라주네,1,0.0
실수 한번 했다고 진짜 과장해서까지 뭐라하네 요즘 머글들이 더 해요; 잦도 모르면서,7,1.0
선생이면 선생답게 그냥 aㅏ갈이 싸물고 계세요,7,1.0
가슴 단단하고 허벅지 탄탄한 남자들 보면 다리 벌려주고 싶어,6,0.0
한 번만 더 바쁜데 말 걸면 죽여버려야지,3,1.0
한남들이지? 더럽다 진짜,3,1.0
ㅋㅋ 싸패가 아니라 소패라 범죄에 관심없으니 괜찮,0,1.0
이도저도 아니야. #@인간및인간집단.인물.인물_무정보.여성#가 제일 세여.,1,0.0
근데 어느 시점에서부터인가 사회의 암적 존재가 되었어,3,1.0
흡연구역 밖에서 피는새끼들 암걸려 다 뒈졌으면 좋겠네,4,1.0
뭔 말만 하면 즙짬ㄹㅇ,2,1.0
단백질 먹다가 항문 찢어지겠다,0,1.0
으 앉아서 까딱까딱 리듬타는 거 상상된다ㅋㅋ,0,1.0
페미아웃,3,1.0
차로 들이 받을 수도 없고 빡치네 전화해보자,4,1.0
미인은 잠꾸러기라던데 넌 왜 그러냐,1,0.0
